artist,song,year,decade,genre,popularity,danceability,energy,valence,tempo,loudness_norm,hit_formula_score
Cardi B,Money,2018,2010s,"hip hop, pop",73,0.95,0.59,0.219,130.003,0.6920644332443918,0.6451
Stereophonics,Dakota,2005,2000s,"rock, pop",69,0.506,0.93,0.305,146.994,0.8407451329182726,0.6449
Eric Prydz,Call on Me - Radio Mix,2004,2000s,"pop, Dance/Electronic",72,0.597,0.837,0.447,126.342,0.6915703132720624,0.6447
Maroon 5,Cold (feat. Future),2017,2010s,pop,0,0.697,0.716,0.506,99.905,0.7029350726356359,0.6447
Sam Feldt,Post Malone (feat. RANI),2019,2010s,"pop, Dance/Electronic",69,0.59,0.642,0.651,107.356,0.8224132819448562,0.6447
Kanye West,Gold Digger,2005,2000s,hip hop,78,0.629,0.696,0.623,93.034,0.7383140626544125,0.6446
Puddle Of Mudd,She Hates Me,2001,2000s,"rock, metal",70,0.58,0.748,0.584,109.781,0.7451823302697895,0.6445
Nickelback,Savin' Me,2005,2000s,"rock, metal",65,0.441,0.815,0.522,164.007,0.8116414665480778,0.6442
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,2018,2010s,pop,73,0.851,0.541,0.448,124.959,0.6764008301215535,0.6441
Drake,Find Your Love,2010,2010s,"hip hop, pop, R&B",56,0.625,0.613,0.738,96.033,0.7169186678525546,0.6439
Soulja Boy,Turn My Swag On,2008,2000s,"hip hop, pop",59,0.546,0.712,0.489,150.154,0.8602628718252792,0.6437
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),2018,2010s,"pop, rock",56,0.747,0.641,0.453,100.028,0.7911848996936457,0.6436
So Solid Crew,21 Seconds,2001,2000s,Dance/Electronic,51,0.607,0.637,0.818,137.03,0.46654807787330765,0.6434
Tiësto,Wasted,2014,2010s,"pop, Dance/Electronic",0,0.645,0.832,0.375,112.028,0.7371775867180552,0.6431
Justin Bieber,Sorry,2015,2010s,pop,80,0.654,0.76,0.41,99.945,0.8323450933886747,0.643
Justin Bieber,Sorry,2015,2010s,pop,80,0.654,0.76,0.41,99.945,0.8323450933886747,0.643
Black Eyed Peas,Meet Me Halfway,2009,2000s,"hip hop, pop",72,0.798,0.629,0.4,130.0,0.6748196462100998,0.6429
Major Lazer,Cold Water (feat. Justin Bieber & MØ),2016,2010s,"hip hop, pop, Dance/Electronic",0,0.608,0.798,0.501,92.943,0.762031821326218,0.6429
Imagine Dragons,Thunder,2017,2010s,rock,1,0.6,0.81,0.298,167.88,0.7789801363771124,0.6429
will.i.am,#thatPOWER,2013,2010s,"hip hop, pop",68,0.797,0.608,0.402,127.999,0.7124221761043581,0.6424
One Direction,Perfect,2015,2010s,pop,77,0.647,0.823,0.396,99.933,0.755163553710841,0.6423
t.A.T.u.,All The Things She Said,2020,2020s,pop,39,0.527,0.834,0.381,179.92,0.7286787231939915,0.6421
Taylor Swift,...Ready For It?,2017,2010s,pop,73,0.613,0.764,0.417,160.015,0.6920150212471587,0.6421
Kendrick Lamar,All The Stars (with SZA),2018,2010s,hip hop,80,0.698,0.633,0.552,96.924,0.7692459729222255,0.6419
Bubba Sparxxx,Ms. New Booty,2005,2000s,"hip hop, pop, country",62,0.64,0.62,0.609,129.37,0.7205751556477912,0.6416
Taylor Swift,Bad Blood,2014,2010s,pop,54,0.646,0.794,0.287,170.216,0.7120268801264947,0.6416
Grouplove,Tongue Tied,2011,2010s,"pop, rock, Folk/Acoustic",79,0.56,0.936,0.371,112.96,0.7253187073821523,0.6415
Nickelback,If Today Was Your Last Day,2008,2000s,"rock, metal",66,0.485,0.911,0.568,89.956,0.7295681391441843,0.6413
Jessica Simpson,With You,2003,2000s,"pop, R&B",57,0.553,0.756,0.605,94.487,0.7871825279177784,0.6412
Eric Prydz,Proper Education - Radio Edit,2007,2000s,"pop, Dance/Electronic",0,0.537,0.937,0.324,124.938,0.7891590078070956,0.641
Kevin Rudolf,Let It Rock,2008,2000s,"hip hop, pop",66,0.607,0.783,0.434,113.172,0.795730803439075,0.6406
Lykke Li,I Follow Rivers - The Magician Remix,2011,2010s,"pop, Dance/Electronic",51,0.786,0.709,0.285,122.019,0.7301610831109793,0.6406
Backstreet Boys,Shape of My Heart,2000,2000s,pop,70,0.575,0.786,0.518,96.102,0.798547287281352,0.6404
Dave,Location (feat. Burna Boy),2019,2010s,hip hop,78,0.812,0.496,0.55,109.979,0.71869749975294,0.6404
Kylie Minogue,Love at First Sight,2001,2000s,"pop, Dance/Electronic",55,0.603,0.774,0.48,124.994,0.7139045360213461,0.64
Delta Goodrem,Lost Without You,2003,2000s,pop,54,0.581,0.747,0.514,146.301,0.6834667457258622,0.6395
Mýa,Case Of The Ex (Whatcha Gonna Do),2000,2000s,"pop, R&B",59,0.772,0.688,0.348,98.0,0.7806601442830319,0.6393
Bastille,Of The Night,2013,2010s,"pop, rock",61,0.67,0.829,0.349,125.01,0.6578713311592055,0.6392
K-Ci & JoJo,Crazy,2019,2010s,"pop, R&B",30,0.68,0.644,0.484,116.097,0.7909378397074809,0.6385
Papa Roach,Scars,2004,2000s,"rock, metal",60,0.455,0.929,0.484,89.782,0.85082518035379,0.6381
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],2012,2010s,"hip hop, pop, Dance/Electronic",66,0.492,0.857,0.393,129.973,0.8834865105247554,0.638
Brandy,Full Moon,2002,2000s,"hip hop, pop, R&B",52,0.611,0.654,0.609,105.922,0.7753236485818756,0.6379
Travie McCoy,Billionaire (feat. Bruno Mars),2010,2010s,"hip hop, pop",72,0.633,0.673,0.659,86.776,0.6972526929538493,0.6379
Lil Nas X,Panini,2019,2010s,"hip hop, pop",71,0.703,0.594,0.475,153.848,0.7099515762427117,0.6378
Kelly Clarkson,Since U Been Gone,2004,2000s,"pop, R&B",71,0.662,0.739,0.382,130.999,0.7490858780511909,0.6376
Kaiser Chiefs,Ruby,2007,2000s,rock,67,0.451,0.939,0.448,93.416,0.8742958790394307,0.6375
The-Dream,Rockin' That Shit,2009,2000s,"hip hop, pop, R&B",62,0.672,0.62,0.627,78.005,0.7732483446980927,0.637
Selena Gomez,Come & Get It,2013,2010s,pop,69,0.546,0.787,0.573,79.979,0.8110485225812828,0.6368
Sonique,It Feels So Good,2000,2000s,pop,62,0.634,0.677,0.558,135.012,0.6540171953750371,0.6367
Moloko,The Time Is Now,2000,2000s,"pop, Dance/Electronic",54,0.682,0.743,0.546,127.962,0.4876964126890009,0.6367
Kelly Rowland,Commander,2011,2010s,"hip hop, pop, R&B",59,0.395,0.876,0.567,124.638,0.8229568139144186,0.6367
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,2012,2010s,"pop, Dance/Electronic",55,0.31,0.926,0.493,139.85,0.9577527423658464,0.6367
Far East Movement,Rocketeer,2010,2010s,"hip hop, pop",61,0.664,0.845,0.357,96.005,0.7114833481569325,0.6366
Tyrese,How You Gonna Act Like That,2002,2000s,"hip hop, pop, R&B",60,0.733,0.521,0.525,112.913,0.8329380373554699,0.6365
Kanye West,Through The Wire,2004,2000s,hip hop,76,0.571,0.739,0.66,83.089,0.7117304081430972,0.6364
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",2011,2010s,"hip hop, pop",77,0.715,0.655,0.531,95.078,0.6961656290147247,0.6364
James Blunt,Bonfire Heart,2013,2010s,pop,0,0.575,0.821,0.449,118.021,0.7319893270085978,0.6364
The Strumbellas,Spirits,2016,2010s,"rock, Folk/Acoustic, pop",71,0.556,0.658,0.787,80.529,0.7134598280462496,0.636
M.I.A.,Paper Planes,2007,2000s,"pop, rock",1,0.447,0.848,0.485,172.247,0.7085186283229568,0.6355
Nelly,Air Force Ones,2002,2000s,"hip hop, pop, R&B",61,0.784,0.459,0.618,164.062,0.532364858187568,0.6354
Professor Green,Read All About It,2011,2010s,Dance/Electronic,39,0.656,0.752,0.445,100.963,0.7407846625160589,0.6354
Gym Class Heroes,Cookie Jar (feat. The-Dream),2008,2000s,"hip hop, pop",54,0.687,0.668,0.418,113.053,0.8129755904733669,0.6352
Joe,I Wanna Know,2000,2000s,"pop, R&B",65,0.725,0.487,0.599,136.086,0.7191916197252693,0.635
Twenty One Pilots,Ride,2015,2010s,rock,80,0.645,0.713,0.566,74.989,0.7490364660539579,0.6348
Hilltop Hoods,1955,2016,2010s,"hip hop, pop",63,0.766,0.5,0.71,84.044,0.6401818361498172,0.6348
Sugababes,Freak Like Me,2002,2000s,"pop, R&B",45,0.517,0.919,0.387,91.868,0.8431169087854531,0.6347
50 Cent,Candy Shop,2005,2000s,"hip hop, pop",79,0.614,0.574,0.755,125.173,0.6202688012649471,0.6343
Nickelback,How You Remind Me,2001,2000s,"rock, metal",78,0.446,0.764,0.543,172.094,0.7645024211878644,0.6341
Ashanti,Happy,2002,2000s,"hip hop, pop, R&B",61,0.727,0.515,0.695,89.488,0.68984089336891,0.6341
Katy Perry,Wide Awake,2012,2010s,pop,65,0.514,0.683,0.575,159.814,0.7616859373455875,0.6341
Dido,Thank You,1999,1990s,pop,73,0.725,0.583,0.762,79.984,0.5223836347465164,0.634
Kelly Clarkson,Behind These Hazel Eyes,2004,2000s,"pop, R&B",59,0.548,0.889,0.425,90.048,0.7822907401917185,0.634
Justin Timberlake,Suit & Tie (feat. Jay-Z),2013,2010s,pop,67,0.795,0.596,0.357,101.985,0.8259215337483942,0.6338
Drake,Too Good,2016,2010s,"hip hop, pop, R&B",74,0.794,0.653,0.397,117.996,0.6262970649273644,0.6338
Britney Spears,If U Seek Amy,2008,2000s,pop,69,0.717,0.587,0.544,129.954,0.6531277794248443,0.6336
OneRepublic,Good Life,2009,2000s,pop,72,0.634,0.69,0.645,94.988,0.6280264848305168,0.6334
21 Savage,a lot,2018,2010s,hip hop,78,0.837,0.636,0.274,145.972,0.6359818163850183,0.6333
Avicii,SOS (feat. Aloe Blacc),2019,2010s,"pop, Dance/Electronic",71,0.802,0.645,0.376,100.001,0.7082221563395592,0.6333
Jason Aldean,Big Green Tractor,2009,2000s,country,50,0.616,0.596,0.58,137.077,0.7648483051684949,0.6331
DJ Snake,Turn Down for What,2013,2010s,"hip hop, pop, Dance/Electronic",70,0.818,0.799,0.0815,100.014,0.8110485225812828,0.6331
D4L,Laffy Taffy,2005,2000s,"hip hop, pop",63,0.891,0.439,0.622,77.499,0.6186382053562605,0.633
D4L,Laffy Taffy,2005,2000s,"hip hop, pop",63,0.891,0.439,0.622,77.499,0.6186382053562605,0.633
The Fray,How to Save a Life,2005,2000s,pop,79,0.64,0.743,0.361,122.035,0.8120367625259411,0.6328
Tove Lo,Habits (Stay High),2014,2010s,"pop, Dance/Electronic",74,0.733,0.65,0.348,110.003,0.8387686530289553,0.6328
G-Eazy,"Me, Myself & I",2015,2010s,"hip hop, pop",77,0.756,0.674,0.389,111.995,0.6915703132720624,0.6328
The Chainsmokers,Roses,2015,2010s,"pop, Dance/Electronic",73,0.713,0.802,0.343,100.001,0.66503607075798,0.6328
The Script,Hall of Fame (feat. will.i.am),2012,2010s,"pop, rock",78,0.421,0.873,0.629,84.786,0.7990414072536812,0.6326
S Club 7,Have You Ever,2001,2000s,pop,60,0.585,0.702,0.51,139.909,0.7303093191026782,0.6325
Rihanna,Pon de Replay,2005,2000s,"hip hop, pop, R&B",77,0.779,0.64,0.498,99.019,0.5978357545211977,0.6325
David Archuleta,Crush,2008,2000s,pop,67,0.57,0.664,0.487,162.084,0.7805119082913331,0.6325
P.O.D.,Youth of the Nation,2001,2000s,"rock, metal",69,0.563,0.86,0.517,97.867,0.6414171360806403,0.6324
Ying Yang Twins,Wait (The Whisper Song),2005,2000s,"hip hop, pop",57,0.933,0.513,0.595,102.017,0.36125111176993774,0.6323
Stromae,Papaoutai,2013,2010s,pop,0,0.733,0.818,0.253,116.019,0.656784267220081,0.6315
X Ambassadors,Renegades,2015,2010s,"hip hop, rock, pop",75,0.526,0.862,0.528,90.052,0.7170174918470205,0.6315
X Ambassadors,Renegades,2015,2010s,"hip hop, rock, pop",75,0.526,0.862,0.528,90.052,0.7170174918470205,0.6315
Drake,In My Feelings,2018,2010s,"hip hop, pop, R&B",75,0.835,0.626,0.35,91.03,0.7254175313766182,0.6313
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2014,2010s,"hip hop, pop, Dance/Electronic",75,0.596,0.73,0.525,85.979,0.811493230556379,0.631
Ariana Grande,no tears left to cry,2018,2010s,pop,77,0.699,0.713,0.354,121.993,0.7415258424745528,0.631
Drake,Nonstop,2018,2010s,"hip hop, pop, R&B",77,0.912,0.412,0.423,154.983,0.6146852455776263,0.6309
Lil Baby,Yes Indeed,2018,2010s,hip hop,79,0.963,0.346,0.562,119.957,0.55366142899496,0.6308
T.I.,Live Your Life,2008,2000s,"hip hop, pop",75,0.375,0.862,0.478,159.841,0.8474651645419508,0.6306
T.I.,Live Your Life,2008,2000s,"hip hop, pop",75,0.375,0.862,0.478,159.841,0.8474651645419508,0.6306
Drake,One Dance,2016,2010s,"hip hop, pop, R&B",84,0.792,0.625,0.37,103.967,0.7364858187567941,0.6303
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2018,2010s,"hip hop, pop, Dance/Electronic",72,0.778,0.566,0.479,117.971,0.6697796224923411,0.6302
2Pac,Until The End Of Time,2001,2000s,hip hop,57,0.757,0.706,0.375,96.976,0.684306749678822,0.6297
Miley Cyrus,Party In The U.S.A.,2009,2000s,pop,79,0.652,0.698,0.47,96.021,0.7830319201502125,0.6296
Taylor Swift,Style,2014,2010s,pop,61,0.588,0.791,0.487,94.933,0.7371775867180552,0.6296
Taylor Swift,Style,2014,2010s,pop,77,0.588,0.791,0.487,94.933,0.7371775867180552,0.6296
Ashanti,Rain On Me,2003,2000s,"hip hop, pop, R&B",50,0.606,0.699,0.509,83.701,0.860312283822512,0.6292
Kanye West,All Falls Down,2004,2000s,hip hop,80,0.657,0.734,0.434,91.03,0.7748789406067793,0.6291
3 Doors Down,It's Not My Time,2008,2000s,"pop, rock, metal",56,0.529,0.934,0.282,127.962,0.7760648285403696,0.629
Duke Dumont,I Got U,2014,2010s,"pop, Dance/Electronic",67,0.636,0.761,0.463,120.837,0.6305959086866292,0.6287
Avicii,Hey Brother,2013,2010s,"pop, Dance/Electronic",2,0.545,0.78,0.458,125.014,0.7731495207036267,0.6286
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018,2010s,"hip hop, pop",71,0.645,0.705,0.376,137.133,0.766182429093784,0.6284
Camila Cabello,Liar,2019,2010s,pop,65,0.74,0.498,0.652,98.016,0.6833679217313963,0.6284
Red Hot Chili Peppers,Otherside,1999,1990s,rock,78,0.458,0.795,0.513,123.229,0.8523075402707777,0.6282
Naughty Boy,La La La,2013,2010s,Dance/Electronic,58,0.754,0.677,0.254,124.988,0.7962743354086371,0.6282
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),2006,2000s,pop,70,0.687,0.723,0.432,76.0,0.7788813123826465,0.6281
Jeremih,Don't Tell 'Em,2015,2010s,"hip hop, pop, R&B",74,0.856,0.527,0.386,98.052,0.7554600256942385,0.6281
The Vamps,Middle Of The Night,2017,2010s,pop,61,0.588,0.749,0.397,130.093,0.8000296471983397,0.6281
Rita Ora,Anywhere,2017,2010s,"hip hop, pop, Dance/Electronic",63,0.628,0.797,0.321,106.93,0.8183120861745232,0.6281
Jamie Foxx,Blame It,2008,2000s,"hip hop, pop, R&B",65,0.673,0.614,0.362,176.052,0.7455282142504199,0.6277
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),2018,2010s,pop,68,0.783,0.61,0.418,100.047,0.7110386401818362,0.6277
Anastacia,Left Outside Alone,2004,2000s,pop,65,0.663,0.746,0.325,102.847,0.8373851171064334,0.6274
Rag'n'Bone Man,Human,2017,2010s,R&B,76,0.602,0.707,0.554,75.087,0.8111967585729815,0.6274
Guru Josh Project,Infinity 2008,2011,2010s,hip hop,1,0.493,0.849,0.483,127.999,0.7102974602233423,0.6273
Polo G,Pop Out (feat. Lil Tjay),2019,2010s,hip hop,78,0.772,0.639,0.261,168.112,0.6618737029350726,0.6269
Labrinth,Earthquake (feat. Tinie Tempah),2012,2010s,pop,62,0.54,0.856,0.258,153.071,0.817669730210495,0.6268
Ja Rule,Mesmerize,2002,2000s,"hip hop, pop, R&B",61,0.769,0.646,0.433,90.079,0.6848996936456172,0.6266
Lupe Fiasco,Superstar (feat. Matthew Santos),2007,2000s,"hip hop, pop",64,0.572,0.822,0.472,94.812,0.7164245478802252,0.6264
O.T. Genasis,CoCo,2014,2010s,"hip hop, pop",61,0.886,0.628,0.178,119.906,0.7196857396975985,0.6263
Green Day,Boulevard of Broken Dreams,2004,2000s,rock,72,0.49,0.679,0.506,167.046,0.8318015614191125,0.6262
Zara Larsson,Ain't My Fault,2017,2010s,"pop, Dance/Electronic",67,0.576,0.782,0.355,141.153,0.7752248245874098,0.6262
David Guetta,Titanium (feat. Sia),2012,2010s,"hip hop, pop, Dance/Electronic",79,0.604,0.787,0.301,126.062,0.8320980334025101,0.626
Chicane,Don't Give Up,2016,2010s,Dance/Electronic,47,0.644,0.72,0.53,132.017,0.5375531178970254,0.6258
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),2006,2000s,"World/Traditional, pop",61,0.7,0.465,0.719,108.102,0.6768949500938827,0.6256
Kelly Rowland,Motivation,2011,2010s,"hip hop, pop, R&B",65,0.744,0.672,0.266,140.889,0.7374740587014527,0.6255
Lil' Flip,Sunshine (feat. Lea),2004,2000s,"hip hop, pop",42,0.814,0.387,0.792,93.961,0.526089534538986,0.6252
Ciara,Promise,2006,2000s,"pop, R&B",56,0.697,0.629,0.439,123.279,0.7291728431663208,0.6252
Lil Wayne,Love Me,2013,2010s,"hip hop, pop",68,0.669,0.634,0.496,124.906,0.6936456171558455,0.6249
Lil Tecca,Ransom,2019,2010s,hip hop,78,0.745,0.642,0.226,179.974,0.7044668445498568,0.6249
Akon,Locked Up,2004,2000s,pop,16,0.818,0.579,0.354,89.987,0.7925190236189348,0.6248
P!nk,Sober,2010,2010s,pop,46,0.614,0.792,0.407,91.066,0.7711730408143097,0.6248
Alanis Morissette,Hands Clean,2002,2000s,"pop, Folk/Acoustic",57,0.513,0.82,0.52,99.952,0.7454293902559541,0.6247
Kelly Rowland,Stole,2002,2000s,"hip hop, pop, R&B",54,0.649,0.718,0.477,79.993,0.7673683170273742,0.6247
Khalid,Love Lies (with Normani),2018,2010s,"pop, R&B",73,0.708,0.648,0.338,143.955,0.7356458148038343,0.6243
Linkin Park,In the End,2000,2000s,"rock, metal",83,0.556,0.864,0.4,105.143,0.7235892874789999,0.6239
Linkin Park,In the End,2000,2000s,"rock, metal",83,0.556,0.864,0.4,105.143,0.7235892874789999,0.6239
Chingy,Pullin' Me Back,2006,2000s,"hip hop, pop, R&B",62,0.786,0.511,0.587,80.0,0.6845538096649867,0.6236
Clean Bandit,Tears (feat. Louisa Johnson),2016,2010s,"pop, Dance/Electronic",60,0.605,0.77,0.298,130.037,0.8335309813222651,0.6236
Cali Swag District,Teach Me How to Dougie,2011,2010s,"hip hop, pop",66,0.846,0.438,0.512,85.013,0.7675165530190731,0.6233
XXXTENTACION,SAD!,2018,2010s,hip hop,82,0.74,0.613,0.473,75.023,0.7725071647395988,0.6232
The Kooks,Naive,2006,2000s,rock,73,0.391,0.808,0.737,100.304,0.7068386204170373,0.6229
Rita Ora,R.I.P. (feat. Tinie Tempah),2012,2010s,"hip hop, pop, Dance/Electronic",46,0.603,0.831,0.358,72.022,0.8435122047633165,0.6228
fun.,We Are Young (feat. Janelle Monáe),2012,2010s,"rock, pop",76,0.378,0.638,0.735,184.086,0.7381164146654807,0.6227
Jason Derulo,Ridin' Solo,2010,2010s,"hip hop, pop",66,0.442,0.83,0.578,89.338,0.815001482359917,0.6226
Katy Perry,Chained To The Rhythm,2017,2010s,pop,69,0.562,0.8,0.471,95.029,0.7466152781895444,0.6223
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,2016,2010s,pop,66,0.833,0.515,0.4,97.007,0.7665777250716473,0.6221
Halsey,Without Me,2018,2010s,"pop, Dance/Electronic",77,0.752,0.488,0.533,136.041,0.6652831307441446,0.622
Marshmello,One Thing Right,2019,2010s,"pop, Dance/Electronic",73,0.659,0.625,0.442,88.042,0.902312481470501,0.6217
Robyn,With Every Heartbeat,2005,2000s,"pop, Dance/Electronic",36,0.477,0.865,0.413,120.872,0.7931613795829627,0.6214
JAY-Z,03' Bonnie & Clyde,2002,2000s,hip hop,71,0.759,0.678,0.327,89.64,0.7592647494811741,0.6213
Jennifer Lopez,All I Have (feat. LL Cool J),2002,2000s,"hip hop, pop, R&B",60,0.701,0.669,0.446,83.066,0.7534835458049214,0.6213
P!nk,Try,2012,2010s,pop,76,0.674,0.628,0.552,103.998,0.6638501828243897,0.6212
P!nk,Try,2012,2010s,pop,76,0.674,0.628,0.552,103.998,0.6638501828243897,0.6212
Ariana Grande,"break up with your girlfriend, i'm bored",2019,2010s,pop,76,0.726,0.554,0.335,169.999,0.7522482458740982,0.6211
Spiderbait,Black Betty - Edit,2004,2000s,rock,63,0.562,0.865,0.35,124.047,0.6936456171558455,0.6209
Tyga,Faded,2012,2010s,"hip hop, pop",58,0.831,0.667,0.339,95.073,0.5966992785848404,0.6209
Britney Spears,Womanizer,2008,2000s,pop,76,0.724,0.695,0.235,139.0,0.7554106136970057,0.6208
Lauv,i'm so tired...,2019,2010s,"pop, Dance/Electronic",2,0.599,0.733,0.534,102.211,0.6648878347662812,0.6206
ZAYN,PILLOWTALK,2016,2010s,"pop, Dance/Electronic",59,0.588,0.702,0.429,124.909,0.8025990710544519,0.6205
Sia,Chandelier,2014,2010s,pop,78,0.399,0.787,0.572,117.089,0.8713311592054551,0.6201
Destiny's Child,Girl,2004,2000s,"pop, R&B",55,0.567,0.747,0.556,89.036,0.7162268998912936,0.62
Kid Ink,Show Me (feat. Chris Brown),2014,2010s,"hip hop, pop",68,0.711,0.508,0.663,98.098,0.6529795434331456,0.6199
Migos,MotorSport,2018,2010s,"hip hop, pop",72,0.904,0.518,0.188,137.996,0.7507658859571104,0.6199
Lil' Kim,Magic Stick,2019,2010s,"hip hop, pop, R&B",47,0.849,0.498,0.502,92.98,0.6246664690186777,0.6198
Roger Sanchez,Another Chance,2000,2000s,Dance/Electronic,50,0.61,0.82,0.45,127.993,0.5180847909872517,0.6197
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),2010,2010s,"hip hop, pop",58,0.76,0.595,0.361,131.497,0.6990809368514675,0.6196
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),2010,2010s,"hip hop, pop",76,0.76,0.595,0.361,131.497,0.6990809368514675,0.6196
David Guetta,2U (feat. Justin Bieber),2017,2010s,"hip hop, pop, Dance/Electronic",67,0.548,0.65,0.557,144.937,0.7257140033600158,0.6196
Trey Songz,Bottoms Up (feat. Nicki Minaj),2010,2010s,"hip hop, pop, R&B",0,0.845,0.601,0.329,74.008,0.7525941298547286,0.6194
Adam Lambert,Ghost Town,2015,2010s,pop,46,0.703,0.736,0.274,119.955,0.7315446190335013,0.6194
Nelly Furtado,I'm Like A Bird,2000,2000s,"hip hop, pop, latin",1,0.622,0.608,0.607,89.661,0.7623777053068485,0.6192
Case,Missing You,2001,2000s,"hip hop, pop, R&B",55,0.612,0.579,0.716,86.31,0.6965609249925881,0.6192
Tyga,Taste (feat. Offset),2018,2010s,"hip hop, pop",73,0.884,0.559,0.342,97.994,0.6459136278288368,0.6192
Kylie Minogue,I Believe in You,2004,2000s,"pop, Dance/Electronic",47,0.548,0.785,0.418,120.939,0.7622788813123826,0.6191
3 Doors Down,Let Me Go,2012,2010s,"pop, rock, metal",52,0.478,0.863,0.491,92.004,0.7708271568336792,0.619
Post Malone,Psycho (feat. Ty Dolla $ign),2018,2010s,hip hop,77,0.75,0.56,0.459,140.06,0.6136970056329677,0.6189
Beyoncé,Deja Vu (feat. Jay-Z),2007,2000s,"pop, R&B",57,0.644,0.746,0.355,105.253,0.7694930329083902,0.6188
Jeezy,Put On,2008,2000s,"hip hop, pop",69,0.654,0.77,0.272,137.616,0.7126692360905227,0.6188
Bone Thugs-N-Harmony,I Tried,2007,2000s,"hip hop, pop",61,0.727,0.71,0.378,81.995,0.7101492242316435,0.6187
Houston,I Like That,2004,2000s,"hip hop, pop",59,0.797,0.502,0.385,106.997,0.8196956220970452,0.6181
Drake,Started From the Bottom,2013,2010s,"hip hop, pop, R&B",65,0.794,0.523,0.56,86.307,0.6267911848996935,0.6181
Matchbox Twenty,Bent,2000,2000s,"pop, rock",54,0.518,0.83,0.527,95.468,0.6769443620911157,0.6176
Beyoncé,Sorry,2016,2010s,"pop, R&B",67,0.775,0.598,0.356,129.988,0.6542148433639687,0.6163
Alec Benjamin,Let Me Down Slowly,2018,2010s,"rock, pop, Dance/Electronic",82,0.652,0.557,0.483,150.073,0.7312975590473366,0.6162
Colby O'Donis,What You Got,2008,2000s,"hip hop, pop, R&B",61,0.775,0.641,0.305,119.974,0.6816879138254768,0.616
Ariana Grande,Break Free,2014,2010s,pop,0,0.687,0.702,0.284,129.956,0.7505682379681786,0.616
Ludacris,How Low,2010,2010s,"hip hop, pop",63,0.785,0.498,0.418,143.96,0.6688902065421484,0.6159
Aaliyah,Rock The Boat,2019,2010s,"hip hop, pop, R&B",0,0.641,0.72,0.418,92.988,0.7562506176499654,0.6158
