decade,artist,song,popularity,rank_in_decade
1990s,Dr. Dre,The Next Episode,82,1
1990s,blink-182,All The Small Things,79,2
1990s,Dr. Dre,Forgot About Dre,79,2
1990s,Red Hot Chili Peppers,Otherside,78,4
1990s,Destiny's Child,Say My Name,75,5
1990s,Dido,Thank You,73,6
1990s,DMX,Party Up,71,7
1990s,Wheatus,Teenage Dirtbag,71,7
1990s,Crazy Town,Butterfly,71,7
1990s,Destiny's Child,"Jumpin', Jumpin'",70,10
1990s,Sisqo,Thong Song,69,11
1990s,JAY-Z,Big Pimpin',69,11
1990s,Creed,Higher,69,11
1990s,Backstreet Boys,Show Me the Meaning of Being Lonely,68,14
1990s,Faith Hill,Breathe,66,15
1990s,Santana,Maria Maria (feat. The Product G&B),66,15
1990s,Tom Jones,Sexbomb,65,17
1990s,Anastacia,I'm Outta Love - Radio Edit,64,18
1990s,Gigi D'Agostino,The Riddle,64,18
1990s,Céline Dion,That's the Way It Is,64,18
1990s,Creed,With Arms Wide Open,64,18
1990s,Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,64,18
1990s,Donell Jones,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",63,23
1990s,Sting,Desert Rose,62,24
1990s,Melanie C,Never Be The Same Again,61,25
1990s,Christina Aguilera,I Turn to You,61,25
1990s,Sisqo,Incomplete,60,27
1990s,Montell Jordan,Get It On Tonite,59,28
1990s,Mariah Carey,Thank God I Found You (feat. Joe & 98°),59,28
1990s,Britney Spears,Born to Make You Happy,58,30
1990s,Donell Jones,Where I Wanna Be,57,31
1990s,Eiffel 65,Move Your Body - Gabry Ponte Original Radio Edit,56,32
1990s,Madison Avenue,Don't Call Me Baby,56,32
1990s,Marc Anthony,You Sang To Me,56,32
1990s,Anastacia,Sick and Tired,56,32
1990s,Melanie C,I Turn To You,54,36
1990s,Enrique Iglesias,Be With You,54,36
1990s,Savage Garden,Crash and Burn,54,36
1990s,Missy Elliott,Hot Boyz,49,39
2000s,Eminem,Without Me,87,1
2000s,Eminem,The Real Slim Shady,86,2
2000s,Eminem,'Till I Collapse,85,3
2000s,Linkin Park,In the End,83,4
2000s,Eminem,Stan,83,4
2000s,Linkin Park,In the End,83,4
2000s,Outkast,Ms. Jackson,82,7
2000s,Gorillaz,Feel Good Inc.,82,7
2000s,Shakira,Hips Don't Lie (feat. Wyclef Jean),82,7
2000s,Nelly Furtado,Promiscuous,82,7
2000s,Kanye West,Heartless,82,7
2000s,JAY-Z,Empire State Of Mind,82,7
2000s,50 Cent,In Da Club,81,13
2000s,Usher,Yeah! (feat. Lil Jon & Ludacris),81,13
2000s,Britney Spears,Toxic,81,13
2000s,Linkin Park,Numb,81,13
2000s,Rihanna,Umbrella,81,13
2000s,Nelly Furtado,Say It Right,81,13
2000s,Red Hot Chili Peppers,Can't Stop,80,19
2000s,Outkast,Hey Ya!,80,19
2000s,Kanye West,All Falls Down,80,19
2000s,Timbaland,The Way I Are,80,19
2000s,My Chemical Romance,Teenagers,80,19
2000s,Flo Rida,Low (feat. T-Pain),80,19
2000s,Coldplay,Viva La Vida,80,19
2000s,Kings of Leon,Sex on Fire,80,19
2000s,Black Eyed Peas,I Gotta Feeling,80,19
2000s,Lady Gaga,Bad Romance,80,19
2000s,Kings of Leon,Sex on Fire,80,19
2000s,Lady Gaga,Bad Romance,80,19
2000s,Coldplay,Clocks,79,31
2000s,Evanescence,Bring Me To Life,79,31
2000s,Coldplay,Clocks,79,31
2000s,Hoobastank,The Reason,79,31
2000s,50 Cent,Candy Shop,79,31
2000s,Nelly Furtado,Maneater,79,31
2000s,The Fray,How to Save a Life,79,31
2000s,Britney Spears,Gimme More,79,31
2000s,Red Hot Chili Peppers,Snow (Hey Oh),79,31
2000s,Miley Cyrus,Party In The U.S.A.,79,31
2000s,Bon Jovi,It's My Life,78,41
2000s,3 Doors Down,Kryptonite,78,41
2000s,Jimmy Eat World,The Middle,78,41
2000s,Nickelback,How You Remind Me,78,41
2000s,Avril Lavigne,Complicated,78,41
2000s,Kanye West,Gold Digger,78,41
2000s,Sean Paul,Temperature,78,41
2000s,Justin Timberlake,SexyBack (feat. Timbaland),78,41
2000s,Plain White T's,Hey There Delilah,78,41
2000s,Foo Fighters,The Pretender,78,41
2000s,Sean Kingston,Beautiful Girls,78,41
2000s,The Offspring,"You're Gonna Go Far, Kid",78,41
2000s,Estelle,American Boy,78,41
2000s,Owl City,Fireflies,78,41
2000s,Britney Spears,Oops!...I Did It Again,77,55
2000s,Modjo,Lady - Hear Me Tonight,77,55
2000s,Train,Drops of Jupiter (Tell Me),77,55
2000s,Nelly,Dilemma,77,55
2000s,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",77,55
2000s,Maroon 5,This Love,77,55
2000s,Franz Ferdinand,Take Me Out,77,55
2000s,Green Day,American Idiot,77,55
2000s,Rihanna,Pon de Replay,77,55
2000s,The Game,Hate It Or Love It,77,55
2000s,Eminem,Mockingbird,77,55
2000s,Linkin Park,What I've Done,77,55
2000s,Alicia Keys,No One,77,55
2000s,Rihanna,Don't Stop The Music,77,55
2000s,MGMT,Kids,77,55
2000s,Lady Gaga,Poker Face,77,55
2000s,Empire of the Sun,Walking On A Dream,77,55
2000s,Shaggy,It Wasn't Me,76,72
2000s,Mary J. Blige,Family Affair,76,72
2000s,Daft Punk,One More Time,76,72
2000s,Beyoncé,Crazy In Love (feat. Jay-Z),76,72
2000s,50 Cent,P.I.M.P.,76,72
2000s,Justin Timberlake,Rock Your Body,76,72
2000s,Kanye West,Through The Wire,76,72
2000s,Usher,My Boo,76,72
2000s,50 Cent,Just A Lil Bit,76,72
2000s,JAY-Z,Numb / Encore,76,72
2000s,Foo Fighters,Best of You,76,72
2000s,Red Hot Chili Peppers,Dani California,76,72
2000s,My Chemical Romance,Welcome to the Black Parade,76,72
2000s,Fergie,Big Girls Don't Cry (Personal),76,72
2000s,Fall Out Boy,Thnks fr th Mmrs,76,72
2000s,All Time Low,"Dear Maria, Count Me In",76,72
2000s,Amy Winehouse,Back To Black,76,72
2000s,Carrie Underwood,Before He Cheats,76,72
2000s,Rihanna,Disturbia,76,72
2000s,Britney Spears,Womanizer,76,72
2000s,P!nk,So What,76,72
2000s,Lady Gaga,Just Dance,76,72
2000s,Soulja Boy,Kiss Me Thru The Phone,76,72
2000s,Alien Ant Farm,Smooth Criminal,75,95
2000s,Nelly,Ride Wit Me,75,95
2000s,Vanessa Carlton,A Thousand Miles,75,95
2000s,Nelly,Hot In Herre,75,95
2000s,Avril Lavigne,Sk8er Boi,75,95
2000s,Audioslave,Like a Stone,75,95
2000s,James Blunt,You're Beautiful,75,95
2000s,Black Eyed Peas,Pump It,75,95
2000s,Muse,Supermassive Black Hole,75,95
2000s,Ne-Yo,So Sick,75,95
2000s,Leona Lewis,Bleeding Love,75,95
2000s,Avril Lavigne,Girlfriend,75,95
2000s,Kardinal Offishall,Dangerous,75,95
2000s,T.I.,Live Your Life,75,95
2000s,Skillet,Monster,75,95
2000s,JAY-Z,Run This Town,75,95
2000s,T.I.,Live Your Life,75,95
2000s,Muse,Uprising,75,95
2000s,Iyaz,Replay,75,95
2000s,Shakira,"Whenever, Wherever",74,114
2000s,Gorillaz,Clint Eastwood,74,114
2000s,Sean Paul,Get Busy,74,114
2000s,The Strokes,Reptilia,74,114
2000s,3 Doors Down,Here Without You,74,114
2000s,Daniel Powter,Bad Day,74,114
2000s,Madonna,Hung Up,74,114
2000s,The Game,How We Do,74,114
2000s,Thirty Seconds To Mars,The Kill,74,114
2000s,Gnarls Barkley,Crazy,74,114
2000s,Eminem,Shake That,74,114
2000s,Fall Out Boy,"Dance, Dance",74,114
2000s,Soulja Boy,Crank That (Soulja Boy),74,114
2000s,Ne-Yo,Because Of You,74,114
2000s,The Red Jumpsuit Apparatus,Face Down,74,114
2000s,Rihanna,Take A Bow,74,114
2000s,Timbaland,Apologize,74,114
2000s,Soulja Boy,Crank That (Soulja Boy),74,114
2000s,T.I.,Whatever You Like,74,114
2000s,Chris Brown,Forever,74,114
2000s,Beyoncé,Halo,74,114
2000s,Flo Rida,Right Round,74,114
2000s,Taylor Swift,Love Story,74,114
2000s,Britney Spears,Circus,74,114
2000s,T.I.,Whatever You Like,74,114
2000s,OneRepublic,Secrets,74,114
2000s,Rihanna,Rude Boy,74,114
2000s,Alice Deejay,Better Off Alone,73,141
2000s,Kylie Minogue,Can't Get You out of My Head,73,141
2000s,Limp Bizkit,Rollin' (Air Raid Vehicle),73,141
2000s,Eve,Let Me Blow Ya Mind,73,141
2000s,Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),73,141
2000s,Ja Rule,Always On Time,73,141
2000s,Red Hot Chili Peppers,By the Way,73,141
2000s,Baby Bash,Suga Suga,73,141
2000s,Justin Timberlake,Cry Me a River,73,141
2000s,D12,My Band,73,141
2000s,Baby Bash,Suga Suga,73,141
2000s,Kanye West,Jesus Walks,73,141
2000s,Fort Minor,Remember the Name (feat. Styles of Beyond),73,141
2000s,Gorillaz,DARE,73,141
2000s,Rihanna,SOS,73,141
2000s,Cassie,Me & U,73,141
2000s,Kanye West,Touch The Sky,73,141
2000s,The Kooks,Naive,73,141
2000s,Alex Gaudino,Destination Calabria - Radio Edit,73,141
2000s,Finger Eleven,Paralyzer,73,141
2000s,Seether,Fake It,73,141
2000s,Linkin Park,Bleed It Out,73,141
2000s,Katy Perry,I Kissed A Girl,73,141
2000s,Katy Perry,Hot N Cold,73,141
2000s,Finger Eleven,Paralyzer,73,141
2000s,Drake,Forever,73,141
2000s,Green Day,21 Guns,73,141
2000s,The Fray,You Found Me,73,141
2000s,Limp Bizkit,Take A Look Around,72,169
2000s,The Calling,Wherever You Will Go,72,169
2000s,Coldplay,In My Place,72,169
2000s,Linkin Park,Faint,72,169
2000s,Three Days Grace,I Hate Everything About You,72,169
2000s,Trapt,Headstrong,72,169
2000s,50 Cent,21 Questions,72,169
2000s,Eric Prydz,Call on Me - Radio Mix,72,169
2000s,Evanescence,My Immortal,72,169
2000s,Twista,Slow Jamz,72,169
2000s,Mario,Let Me Love You,72,169
2000s,Green Day,Boulevard of Broken Dreams,72,169
2000s,The Pussycat Dolls,Don't Cha,72,169
2000s,50 Cent,Disco Inferno,72,169
2000s,Shakira,La Tortura (feat. Alejandro Sanz),72,169
2000s,Justin Timberlake,My Love (feat. T.I.),72,169
2000s,Arctic Monkeys,When The Sun Goes Down,72,169
2000s,Keyshia Cole,Love,72,169
2000s,Justin Timberlake,My Love (feat. T.I.),72,169
2000s,Paramore,Misery Business,72,169
2000s,The Pussycat Dolls,When I Grow Up,72,169
2000s,Black Eyed Peas,Meet Me Halfway,72,169
2000s,Kid Cudi,Day 'N' Nite (Nightmare),72,169
2000s,OneRepublic,Good Life,72,169
2000s,Blu Cantrell,Hit 'Em Up Style (Oops!),71,193
2000s,Eminem,Cleanin' Out My Closet,71,193
2000s,JAY-Z,03' Bonnie & Clyde,71,193
2000s,Eminem,Sing For The Moment,71,193
2000s,Chris Brown,Run It! (feat. Juelz Santana),71,193
2000s,Arctic Monkeys,I Bet You Look Good On The Dancefloor,71,193
2000s,Kelly Clarkson,Because of You,71,193
2000s,KT Tunstall,Suddenly I See,71,193
2000s,Kelly Clarkson,Since U Been Gone,71,193
2000s,Amy Winehouse,Rehab,71,193
2000s,Chamillionaire,Ridin',71,193
2000s,Gwen Stefani,The Sweet Escape,71,193
2000s,Ne-Yo,Miss Independent,71,193
2000s,Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),71,193
2000s,Usher,Love in This Club (feat. Young Jeezy),71,193
2000s,Sean Kingston,Fire Burning,71,193
2000s,La Roux,Bulletproof,71,193
2000s,Justin Bieber,One Time,71,193
2000s,Young Money,BedRock,71,193
2000s,Alicia Keys,Empire State of Mind (Part II) Broken Down,71,193
2000s,Craig David,7 Days,70,213
2000s,Backstreet Boys,Shape of My Heart,70,213
2000s,Destiny's Child,Survivor,70,213
2000s,Missy Elliott,Work It,70,213
2000s,Ashanti,Foolish,70,213
2000s,Puddle Of Mudd,She Hates Me,70,213
2000s,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,70,213
2000s,DMX,X Gon' Give It To Ya,70,213
2000s,Limp Bizkit,Behind Blue Eyes,70,213
2000s,Missy Elliott,Work It,70,213
2000s,Avril Lavigne,I'm with You,70,213
2000s,Juanes,La Camisa Negra,70,213
2000s,Beyoncé,Irreplaceable,70,213
2000s,Rihanna,Unfaithful,70,213
2000s,Nickelback,Far Away,70,213
2000s,Panic! At The Disco,I Write Sins Not Tragedies,70,213
2000s,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),70,213
2000s,Timbaland,Give It To Me,70,213
2000s,Lloyd,You,70,213
2000s,Chris Brown,With You,70,213
2000s,Madcon,Beggin (original version),70,213
2000s,James Morrison,Broken Strings,70,213
2000s,Lady Gaga,Paparazzi,70,213
2000s,Eminem,Crack A Bottle,70,213
2000s,3OH!3,DONTTRUSTME,70,213
2000s,James Morrison,Broken Strings,70,213
2000s,Darude,Sandstorm,69,239
2000s,Britney Spears,I'm a Slave 4 U,69,239
2000s,P.O.D.,Youth of the Nation,69,239
2000s,Enya,Only Time,69,239
2000s,Gabrielle,Out Of Reach,69,239
2000s,Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",69,239
2000s,Creed,My Sacrifice,69,239
2000s,Jamelia,Superstar,69,239
2000s,Chingy,Right Thurr,69,239
2000s,Mariah Carey,We Belong Together,69,239
2000s,Gwen Stefani,Hollaback Girl,69,239
2000s,Stereophonics,Dakota,69,239
2000s,Coldplay,Speed of Sound,69,239
2000s,Bob Sinclar,Rock This Party - Everybody Dance Now,69,239
2000s,Mary J. Blige,Be Without You - Kendu Mix,69,239
2000s,Rascal Flatts,What Hurts The Most,69,239
2000s,Chris Brown,Yo (Excuse Me Miss),69,239
2000s,Rihanna,Shut Up And Drive,69,239
2000s,Nickelback,Rockstar,69,239
2000s,MIKA,Grace Kelly,69,239
2000s,Lil Wayne,Lollipop,69,239
2000s,Akon,Right Now (Na Na Na),69,239
2000s,Jeezy,Put On,69,239
2000s,Lil Wayne,A Milli,69,239
2000s,Saving Abel,Addicted,69,239
2000s,Duffy,Mercy,69,239
2000s,Lady Gaga,LoveGame,69,239
2000s,Britney Spears,If U Seek Amy,69,239
2000s,Timbaland,Carry Out (Featuring Justin Timberlake),69,239
2000s,Lady Gaga,Telephone,69,239
2000s,Robbie Williams,Rock DJ,68,269
2000s,Westlife,My Love,68,269
2000s,The Corrs,Breathless,68,269
2000s,Nelly,Country Grammar (Hot Shit),68,269
2000s,Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",68,269
2000s,Missy Elliott,Get Ur Freak On,68,269
2000s,D12,Purple Pills,68,269
2000s,Afroman,Because I Got High,68,269
2000s,Lenny Kravitz,Again,68,269
2000s,Travis,Sing,68,269
2000s,Busta Rhymes,I Know What You Want (feat. Flipmode Squad),68,269
2000s,Christina Aguilera,Dirrty (feat. Redman),68,269
2000s,P!nk,Get the Party Started,68,269
2000s,Black Eyed Peas,Where Is The Love?,68,269
2000s,Busta Rhymes,I Know What You Want (feat. Flipmode Squad),68,269
2000s,Nickelback,Someday,68,269
2000s,Good Charlotte,Lifestyles of the Rich & Famous,68,269
2000s,The Rasmus,In the Shadows,68,269
2000s,Kelis,Milkshake,68,269
2000s,Linkin Park,Breaking the Habit,68,269
2000s,Sean Paul,I'm Still in Love with You (feat. Sasha),68,269
2000s,Avril Lavigne,My Happy Ending,68,269
2000s,Gwen Stefani,Rich Girl,68,269
2000s,2Pac,Ghetto Gospel,68,269
2000s,The Pussycat Dolls,Buttons,68,269
2000s,The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",68,269
2000s,Eminem,When I'm Gone,68,269
2000s,Lily Allen,Smile,68,269
2000s,The Fratellis,Chelsea Dagger,68,269
2000s,Ciara,Like a Boy,68,269
2000s,Chris Brown,Kiss Kiss (feat. T-Pain),68,269
2000s,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",68,269
2000s,James Blunt,1973,68,269
2000s,Avril Lavigne,When You're Gone,68,269
2000s,Chris Brown,Kiss Kiss (feat. T-Pain),68,269
2000s,Jonas Brothers,Burnin' Up,68,269
2000s,Black Eyed Peas,Boom Boom Pow,68,269
2000s,Shakira,She Wolf,68,269
2000s,Linkin Park,New Divide,68,269
2000s,T.I.,Dead And Gone,68,269
2000s,Kelly Clarkson,My Life Would Suck Without You,68,269
2000s,Mumford & Sons,Little Lion Man,68,269
2000s,Timbaland,If We Ever Meet Again (Featuring Katy Perry),68,269
2000s,Jennifer Lopez,Love Don't Cost a Thing,67,312
2000s,Jagged Edge,Where the Party At (feat. Nelly),67,312
2000s,Cam’ron,Oh Boy,67,312
2000s,Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,67,312
2000s,Christina Aguilera,Fighter,67,312
2000s,Snoop Dogg,Beautiful,67,312
2000s,3 Doors Down,When I'm Gone,67,312
2000s,Junior Senior,Move Your Feet,67,312
2000s,Fabolous,Into You (feat. Tamia),67,312
2000s,Terror Squad,Lean Back,67,312
2000s,Ciara,Goodies (feat. Petey Pablo),67,312
2000s,Nina Sky,Move Ya Body,67,312
2000s,Eminem,Just Lose It,67,312
2000s,Kevin Lyttle,Turn Me On,67,312
2000s,Crazy Frog,Axel F,67,312
2000s,Black Eyed Peas,My Humps,67,312
2000s,Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),67,312
2000s,Nickelback,Photograph,67,312
2000s,The Pussycat Dolls,Stickwitu,67,312
2000s,Eminem,Like Toy Soldiers,67,312
2000s,Toby Keith,As Good As I Once Was,67,312
2000s,Lil Jon,Snap Yo Fingers,67,312
2000s,Ne-Yo,Sexy Love,67,312
2000s,The Pussycat Dolls,Stickwitu,67,312
2000s,James Blunt,Goodbye My Lover,67,312
2000s,Razorlight,America,67,312
2000s,50 Cent,Ayo Technology,67,312
2000s,Arctic Monkeys,Brianstorm,67,312
2000s,Kaiser Chiefs,Ruby,67,312
2000s,Metro Station,Shake It,67,312
2000s,David Archuleta,Crush,67,312
2000s,Leona Lewis,Better in Time,67,312
2000s,Jeremih,Birthday Sex,67,312
2000s,Beyoncé,Single Ladies (Put a Ring on It),67,312
2000s,The Fray,Never Say Never,67,312
2000s,Shinedown,Second Chance,67,312
2000s,Rihanna,Te Amo,67,312
2000s,Lady Gaga,Alejandro,67,312
2000s,Toni Braxton,He Wasn't Man Enough,66,350
2000s,Atomic Kitten,Whole Again,66,350
2000s,Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,66,350
2000s,Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,66,350
2000s,Chad Kroeger,Hero (feat. Josey Scott),66,350
2000s,Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,66,350
2000s,Outkast,The Way You Move (feat. Sleepy Brown),66,350
2000s,Twista,Overnight Celebrity,66,350
2000s,Outkast,The Way You Move (feat. Sleepy Brown),66,350
2000s,Lil Jon & The East Side Boyz,Lovers And Friends,66,350
2000s,Bow Wow,Like You (feat. Ciara),66,350
2000s,Yung Joc,It's Goin' Down (feat. Nitti),66,350
2000s,Justin Timberlake,Summer Love,66,350
2000s,Sugababes,About You Now,66,350
2000s,Christina Aguilera,Candyman,66,350
2000s,Beyoncé,If I Were a Boy,66,350
2000s,Plies,Hypnotized (feat. Akon),66,350
2000s,Kanye West,Love Lockdown,66,350
2000s,Mariah Carey,Obsessed,66,350
2000s,Kevin Rudolf,Let It Rock,66,350
2000s,Kanye West,Love Lockdown,66,350
2000s,Nickelback,If Today Was Your Last Day,66,350
2000s,*NSYNC,Bye Bye Bye,65,372
2000s,Baha Men,Who Let The Dogs Out,65,372
2000s,LeAnn Rimes,Can't Fight The Moonlight,65,372
2000s,Destiny's Child,"Independent Women, Pt. 1",65,372
2000s,Joe,I Wanna Know,65,372
2000s,Britney Spears,Lucky,65,372
2000s,Lasgo,Something,65,372
2000s,Jamiroquai,Little L,65,372
2000s,Janet Jackson,All For You,65,372
2000s,Destiny's Child,"Independent Women, Pt. 1",65,372
2000s,Ginuwine,Differences,65,372
2000s,Atomic Kitten,The Tide Is High - Radio Mix,65,372
2000s,Ashanti,Rock Wit U (Awww Baby),65,372
2000s,Anastacia,Left Outside Alone,65,372
2000s,The Shapeshifters,Lola's Theme - Radio Edit,65,372
2000s,Gary Jules,Mad World (Feat. Michael Andrews),65,372
2000s,Jennifer Lopez,Get Right,65,372
2000s,Bobby V.,"Slow Down - 12"" Version",65,372
2000s,The All-American Rejects,Dirty Little Secret,65,372
2000s,Cherish,Do It To It,65,372
2000s,Nickelback,Savin' Me,65,372
2000s,Evanescence,Call Me When You're Sober,65,372
2000s,The All-American Rejects,Dirty Little Secret,65,372
2000s,September,Cry for You,65,372
2000s,Klaxons,Golden Skans,65,372
2000s,September,Cry for You,65,372
2000s,Eric Prydz,Pjanoo - Radio Edit,65,372
2000s,Ne-Yo,Closer,65,372
2000s,Basshunter,All I Ever Wanted - Radio Edit,65,372
2000s,Sean Kingston,Take You There,65,372
2000s,Agnes,Release Me,65,372
2000s,OneRepublic,All The Right Moves,65,372
2000s,Cheryl,Fight For This Love,65,372
2000s,A.R. Rahman,Jai Ho! (You Are My Destiny),65,372
2000s,Akon,Beautiful,65,372
2000s,Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),65,372
2000s,Jamie Foxx,Blame It,65,372
2000s,JAY-Z,Young Forever,65,372
2000s,Mary Mary,Shackles (Praise You),64,410
2000s,Michael Jackson,You Rock My World,64,410
2000s,Destiny's Child,Bootylicious,64,410
2000s,Ja Rule,Livin' It Up,64,410
2000s,Staind,It's Been Awhile,64,410
2000s,Shakira,Underneath Your Clothes,64,410
2000s,Tweet,Oops (Oh My) [feat. Missy Elliott],64,410
2000s,Big Tymers,Still Fly,64,410
2000s,Robbie Williams,Somethin' Stupid,64,410
2000s,Puddle Of Mudd,Blurry,64,410
2000s,Monica,So Gone,64,410
2000s,U2,Vertigo,64,410
2000s,Eamon,Fuck It (I Don't Want You Back),64,410
2000s,JUVENILE,Slow Motion,64,410
2000s,Sugababes,Push The Button,64,410
2000s,Take That,Patience,64,410
2000s,T.I.,What You Know,64,410
2000s,Mary J. Blige,One,64,410
2000s,KT Tunstall,Black Horse And The Cherry Tree,64,410
2000s,James Morrison,You Give Me Something,64,410
2000s,Beyoncé,Beautiful Liar,64,410
2000s,Take That,Patience,64,410
2000s,Fergie,Glamorous,64,410
2000s,J. Holiday,Bed,64,410
2000s,Britney Spears,Piece of Me,64,410
2000s,The Pussycat Dolls,I Hate This Part,64,410
2000s,Mary J. Blige,Just Fine,64,410
2000s,Lupe Fiasco,Superstar (feat. Matthew Santos),64,410
2000s,Rihanna,Russian Roulette,64,410
2000s,The Pussycat Dolls,I Hate This Part,64,410
2000s,Kasabian,Fire,64,410
2000s,Boys Like Girls,Love Drunk,64,410
2000s,Ne-Yo,Mad,64,410
2000s,Blue,All Rise,63,443
2000s,112,Peaches & Cream,63,443
2000s,S Club 7,Don't Stop Movin',63,443
2000s,JAY-Z,Izzo (H.O.V.A.),63,443
2000s,Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],63,443
2000s,DJ Sammy,Heaven,63,443
2000s,Beyoncé,Baby Boy (feat. Sean Paul),63,443
2000s,The Roots,The Seed (2.0),63,443
2000s,Matchbox Twenty,Unwell,63,443
2000s,Wayne Wonder,No Letting Go,63,443
2000s,Beyoncé,Naughty Girl,63,443
2000s,Kelis,Trick Me,63,443
2000s,Spiderbait,Black Betty - Edit,63,443
2000s,T.I.,Bring Em Out,63,443
2000s,Britney Spears,Everytime,63,443
2000s,The Chemical Brothers,Galvanize,63,443
2000s,D4L,Laffy Taffy,63,443
2000s,Backstreet Boys,Incomplete,63,443
2000s,Pretty Ricky,Grind With Me,63,443
2000s,Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),63,443
2000s,Kaiser Chiefs,I Predict A Riot,63,443
2000s,Chris Brown,Gimme That,63,443
2000s,E-40,U and Dat (feat. T. Pain & Kandi Girl),63,443
2000s,D4L,Laffy Taffy,63,443
2000s,Amy Winehouse,You Know I'm No Good,63,443
2000s,Scissor Sisters,I Don't Feel Like Dancin',63,443
2000s,Christina Aguilera,Ain't No Other Man,63,443
2000s,Fergie,Fergalicious,63,443
2000s,Basshunter,Now You're Gone - Video Edit,63,443
2000s,Alexandra Burke,Hallelujah,63,443
2000s,Coldplay,Violet Hill,63,443
2000s,Pitbull,Hotel Room Service,63,443
2000s,Cascada,Evacuate The Dancefloor,63,443
2000s,Eminem,We Made You,63,443
2000s,Selena Gomez & The Scene,Naturally,63,443
2000s,Sonique,It Feels So Good,62,478
2000s,All Saints,Pure Shores,62,478
2000s,Geri Halliwell,It's Raining Men,62,478
2000s,Kylie Minogue,In Your Eyes,62,478
2000s,Sophie Ellis-Bextor,Murder On The Dancefloor,62,478
2000s,Justin Timberlake,Like I Love You,62,478
2000s,B2K,"Bump, Bump, Bump (feat. P. Diddy)",62,478
2000s,Beyoncé,"Me, Myself and I",62,478
2000s,Black Eyed Peas,Don't Phunk With My Heart,62,478
2000s,Ray J,One Wish,62,478
2000s,Bow Wow,Let Me Hold You (feat. Omarion),62,478
2000s,Ryan Cabrera,True,62,478
2000s,Chingy,Pullin' Me Back,62,478
2000s,Ludacris,Money Maker,62,478
2000s,Bubba Sparxxx,Ms. New Booty,62,478
2000s,Lloyd,Get It Shawty,62,478
2000s,Fabolous,Make Me Better,62,478
2000s,Maroon 5,Makes Me Wonder,62,478
2000s,Boys Like Girls,The Great Escape,62,478
2000s,Natasha Bedingfield,Pocketful of Sunshine,62,478
2000s,The-Dream,I Luv Your Girl,62,478
2000s,Leona Lewis,Run,62,478
2000s,Trey Songz,Can't Help but Wait,62,478
2000s,Nickelback,Gotta Be Somebody,62,478
2000s,The-Dream,Rockin' That Shit,62,478
2000s,Asher Roth,I Love College,62,478
2000s,LeAnn Rimes,I Need You,61,504
2000s,Mary J. Blige,No More Drama,61,504
2000s,The Supermen Lovers,Starlight - Radio Edit,61,504
2000s,Lifehouse,Hanging By A Moment,61,504
2000s,Britney Spears,Overprotected - Radio Edit,61,504
2000s,Ashanti,Happy,61,504
2000s,Panjabi MC,Mundian to Bach Ke,61,504
2000s,Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),61,504
2000s,Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",61,504
2000s,Nelly,Air Force Ones,61,504
2000s,Sean Paul,Like Glue,61,504
2000s,Chingy,Holidae In,61,504
2000s,Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),61,504
2000s,Ja Rule,Mesmerize,61,504
2000s,Switchfoot,Meant to Live,61,504
2000s,Lloyd Banks,On Fire,61,504
2000s,Destiny's Child,Lose My Breath,61,504
2000s,Avril Lavigne,Nobody's Home,61,504
2000s,Ying Yang Twins,Salt Shaker,61,504
2000s,Chingy,One Call Away,61,504
2000s,G-Unit,Wanna Get To Know You,61,504
2000s,Special D.,Come With Me - Radio Edit,61,504
2000s,Alicia Keys,You Don't Know My Name,61,504
2000s,Ciara,Oh (feat. Ludacris),61,504
2000s,Kanye West,Diamonds From Sierra Leone - Remix,61,504
2000s,Franz Ferdinand,Do You Want To,61,504
2000s,Black Eyed Peas,Don't Lie,61,504
2000s,Usher,Caught Up,61,504
2000s,Nelly,Over And Over,61,504
2000s,Busta Rhymes,Touch It,61,504
2000s,Madonna,Sorry,61,504
2000s,Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),61,504
2000s,Shop Boyz,Party Like A Rock Star,61,504
